custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
"8802-ZPAEGX-52Q",3,1,0,62,5,"November",15,3,2,0,7,3,0,56.000000,4.025352,3,27.700000,2.450896,0.896454,13.061104,2.569639,0,4,1,17,4,3,0,0,0,0,0,0,0,0,0,2,20,4,2,1,0,18.000000,1,0,0,1,1,21,1,0,0,0,1,0,0,0,0,0,9,3,0,0,1,4,3,3,0,27,5,1,1,2,1,19,5,10.000000,405.530000,8.000000,193.680000,0,2,54,0,10.450000,2.346602,553.750000,6.316713,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,24.250000,3.188417,1240.000000,7.122867,0,0.000000,,0.000000,,1,0,0,0,0,0,0,0,0,1,17,1,1,1,0,0,0,1,0,1,0,0,0
"0309-KOSUPM-CSV",5,2,0,32,3,"January",14,2,1,0,5,2,0,65.000000,4.174387,3,14.100000,4.133415,1.419104,5.031585,1.615735,1,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,8,3,2,1,0,36.700000,2,0,1,1,1,27,1,0,0,0,0,0,0,1,1,0,9,6,0,0,1,3,2,2,0,7,3,4,3,2,0,4,2,12.000000,352.350000,6.000000,138.400000,0,1,10,1,3.700000,1.308333,29.900000,3.397858,0,0.000000,,0.000000,,1,32.950000,3.494991,261.200000,5.565286,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,3,0,0,1,0,1,1,20,1,1,1,0,1,1,1,0,0,0,0,0
"8514-TCRHWV-DPM",3,1,0,78,6,"February",10,1,5,0,28,5,1,17.000000,2.833213,1,20.800000,0.625872,-0.468609,2.910128,1.068197,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,12,3,2,1,0,9.600000,1,0,0,3,2,25,1,0,1,1,0,0,0,0,0,0,9,6,1,0,0,2,4,3,1,8,3,1,3,3,0,10,3,12.000000,270.040000,5.000000,126.340000,0,2,26,0,15.350000,2.731115,378.700000,5.936744,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,13.000000,2.564949,325.000000,5.783825,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,16,1,1,0,0,0,0,0,0,0,0,0,0
"7441-RFDNVF-7SP",3,3,0,64,5,"October",15,3,1,0,11,4,0,62.000000,4.127134,3,17.500000,0.423150,-0.860029,10.426850,2.344384,0,4,1,18,4,2,0,0,0,0,0,0,0,0,1,3,40,5,3,1,0,31.900000,2,0,0,1,1,25,1,0,0,1,0,0,0,0,0,0,9,6,1,0,1,1,2,2,0,39,5,3,4,3,0,30,5,8.000000,505.450000,1.000000,44.380000,0,3,72,0,73.550000,4.297965,5166.200000,8.549893,0,0.000000,,0.000000,,1,44.550000,3.796612,3259.850000,8.089436,1,52.500000,3.960813,3775.000000,8.236156,0,0.000000,,0.000000,,1,0,0,0,0,0,0,0,0,1,16,1,1,1,0,1,0,1,0,1,0,0,0
"1150-ESKSKG-FRM",1,1,0,75,6,"November",11,1,2,0,11,4,1,11.000000,2.397895,1,8.000000,0.226160,-1.486513,0.653840,-0.424893,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,6,2,1,1,1,5.700000,1,0,1,3,2,29,0,0,1,0,0,0,0,0,0,0,9,3,0,1,0,2,1,1,0,14,4,1,2,4,1,13,4,18.000000,334.680000,2.000000,30.600000,0,3,42,0,11.450000,2.437990,457.400000,6.125558,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,15.250000,2.724580,660.000000,6.492240,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,0,0,0,0
"7196-SOFWOP-3K6",1,1,0,74,6,"June",19,4,1,1,20,5,1,108.000000,4.682131,4,9.300000,4.549932,1.515112,5.494068,1.703669,0,5,1,16,3,2,5,0,0,0,0,0,0,5,1,3,45,5,1,1,1,39.800000,2,0,1,4,3,27,0,0,1,1,0,0,0,0,0,0,9,5,0,1,1,4,1,1,0,35,5,2,3,4,0,26,5,15.000000,684.090000,8.000000,286.760000,0,3,69,0,22.650000,3.120160,1550.100000,7.346075,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,32.750000,3.488903,2260.000000,7.723120,0,0.000000,,0.000000,,1,0,0,2,1,0,0,1,1,1,23,1,1,1,0,1,1,1,0,1,0,0,0
"9083-WGKZAH-8XR",2,2,1,20,2,"October",15,3,2,0,0,1,0,19.000000,2.944439,1,7.600000,0.280136,-1.272480,1.163864,0.151746,1,1,0,-1,-1,1,4,0,0,0,1,0,0,3,1,1,0,1,2,1,0,7.600000,1,1,0,1,1,24,1,0,0,0,1,0,0,0,0,0,9,3,0,0,1,4,1,4,0,1,1,2,1,1,0,1,1,8.000000,133.140000,3.000000,30.390000,1,3,1,1,2.100000,0.741937,2.100000,0.741937,0,0.000000,,0.000000,,1,25.550000,3.240637,25.550000,3.240637,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,1,3,0,0,0,0,1,1,27,0,1,0,0,1,1,1,0,0,0,1,1
"8552-ZQJYEJ-BW1",3,4,0,65,6,"October",15,3,2,0,6,3,1,26.000000,3.258097,2,11.100000,0.707070,-0.346626,2.178930,0.778834,0,5,0,-1,-1,1,7,0,0,0,0,0,0,7,1,1,39,5,1,1,0,15.200000,1,0,0,10,5,26,0,0,0,0,0,0,0,1,0,1,2,2,1,0,0,2,2,3,1,37,5,1,2,3,0,27,5,11.000000,276.560000,3.000000,108.270000,1,3,70,1,68.100000,4.220977,4632.000000,8.440744,0,0.000000,,0.000000,,1,35.800000,3.577948,2430.950000,7.796037,1,31.750000,3.457893,2110.000000,7.654443,0,0.000000,,0.000000,,1,0,0,1,0,0,0,0,0,1,12,1,1,1,1,1,1,1,0,1,0,0,0
"3686-HKVHPL-GU6",1,5,1,66,6,"May",16,3,2,0,3,2,0,21.000000,3.044522,1,21.200000,1.709568,0.536241,2.742432,1.008845,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,13,3,0,-1,-1,-1.000000,-1,-1,1,8,4,25,0,0,1,1,0,0,1,1,0,0,9,6,0,0,0,5,4,3,0,28,5,3,1,4,0,23,5,11.000000,270.300000,6.000000,140.950000,1,1,62,0,10.200000,2.322388,625.050000,6.437832,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,24.000000,3.178054,1485.000000,7.303170,0,0.000000,,0.000000,,1,0,0,0,1,1,0,0,0,1,27,1,1,1,1,0,0,1,0,1,0,0,0
"4923-DBKSJV-D3H",4,2,1,45,4,"December",19,4,3,0,10,3,0,82.000000,4.406719,4,7.000000,1.905680,0.644839,3.834320,1.343992,0,5,1,21,5,2,0,0,0,0,0,0,0,0,0,1,23,4,2,1,1,50.500000,3,1,0,1,1,19,1,0,1,1,0,0,1,0,0,1,9,5,0,1,1,2,3,2,0,8,3,1,4,2,0,6,3,12.000000,450.550000,4.000000,93.100000,1,3,14,1,2.250000,0.810930,24.650000,3.204777,0,0.000000,,0.000000,,1,31.350000,3.445214,438.250000,6.082790,1,9.250000,2.224624,85.000000,4.442651,0,0.000000,,0.000000,,0,0,1,4,0,0,0,1,0,1,20,1,1,1,0,1,1,1,1,0,0,0,0
"4588-ODXEGS-UGY",2,1,1,44,4,"November",13,2,5,1,13,4,0,60.000000,4.094345,3,12.500000,2.212500,0.794123,5.287500,1.665346,0,4,1,17,4,2,3,0,0,0,3,0,0,0,1,3,14,3,2,1,0,35.500000,2,1,1,1,1,12,1,0,0,0,0,0,0,0,0,0,2,6,1,0,1,3,1,3,1,26,5,4,2,3,0,27,5,11.000000,401.530000,9.000000,335.110000,1,1,70,0,32.300000,3.475067,2239.450000,7.713986,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,14.500000,2.674149,1045.000000,6.951772,0,0.000000,,0.000000,,1,0,0,0,0,1,1,0,0,1,20,1,1,1,0,0,1,0,0,1,0,0,0
"2689-VYLAYC-OSJ",5,3,1,59,5,"April",11,1,6,1,21,5,0,100.000000,4.605170,4,5.900000,1.864400,0.622939,4.035600,1.395155,0,3,0,-1,-1,1,6,0,1,0,0,3,0,2,1,4,35,5,3,1,0,57.100000,3,0,0,1,1,21,1,0,0,0,1,0,0,1,0,0,4,4,0,1,1,2,1,1,0,30,5,3,3,1,0,23,5,10.000000,296.770000,6.000000,123.060000,0,1,63,0,20.000000,2.995732,1292.850000,7.164604,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,24.000000,3.178054,1440.000000,7.272398,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0
"1086-IKBULJ-52W",1,3,1,38,4,"June",15,3,1,0,8,3,0,81.000000,4.394449,4,10.900000,4.326210,1.464692,4.502790,1.504697,0,4,1,10,1,2,0,0,0,0,0,0,0,0,1,1,11,3,1,1,1,30.600000,2,1,0,1,1,28,1,0,0,0,0,0,0,0,0,0,9,6,1,1,0,4,4,2,0,1,1,1,1,1,0,1,1,7.000000,569.170000,4.000000,326.480000,0,3,1,1,1.400000,0.336472,1.400000,0.336472,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,1,0,0,0,0,0,0
"3149-SOXJIB-AZ6",2,3,0,65,6,"October",13,2,3,1,9,3,0,34.000000,3.526361,2,17.300000,2.517496,0.923265,3.364504,1.213281,0,4,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,30,5,3,1,0,15.200000,1,1,0,1,1,20,1,1,0,1,0,0,0,0,0,1,9,5,0,0,0,1,2,4,1,17,5,4,4,1,0,11,4,16.000000,1202.740000,6.000000,398.510000,1,1,36,0,6.400000,1.856298,241.750000,5.487904,1,19.500000,2.970414,723.250000,6.583755,0,0.000000,,0.000000,,1,20.500000,3.020425,705.000000,6.558198,0,0.000000,,0.000000,,0,0,0,2,1,0,1,1,0,1,23,1,1,1,0,1,0,1,0,0,0,0,0
"0198-MUHWOZ-918",1,1,1,26,3,"June",15,3,2,0,1,1,0,23.000000,3.135494,1,10.300000,0.615940,-0.484606,1.753060,0.561363,1,4,0,-1,-1,1,5,0,0,0,0,0,0,5,0,2,2,1,2,1,1,14.800000,1,0,1,1,1,19,1,0,1,1,0,0,0,0,0,1,9,3,1,0,0,3,1,3,0,5,2,2,4,2,0,2,2,12.000000,379.610000,3.000000,63.110000,1,1,8,1,5.150000,1.638997,58.400000,4.067316,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,2,0,0,0,0,0,1,14,1,0,1,0,1,1,0,0,0,1,0,0
"4487-UIOHOC-Y6X",1,3,0,70,6,"July",16,3,1,0,11,4,0,107.000000,4.672829,4,14.100000,1.191873,0.175526,13.895127,2.631538,0,5,0,-1,-1,1,3,2,0,0,1,0,0,0,0,2,13,3,1,1,0,54.200000,3,0,1,8,4,30,0,0,0,0,1,0,0,1,0,0,9,6,0,1,0,5,4,3,0,25,5,3,4,2,0,20,5,7.000000,189.590000,4.000000,78.160000,0,3,56,0,12.750000,2.545531,760.400000,6.633845,1,33.000000,3.496508,1824.550000,7.509089,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,1,1,1,1,1,1,1,0,1,24,1,1,1,0,1,1,0,0,1,0,0,0
"3319-BOOXCD-PSQ",5,5,1,65,6,"August",18,4,1,0,17,5,0,66.000000,4.189655,3,6.900000,2.609442,0.959136,1.944558,0.665035,0,4,1,19,4,2,0,0,0,0,0,0,0,0,1,2,30,5,3,1,1,31.500000,2,0,1,8,4,36,1,0,0,0,1,0,0,1,1,0,9,4,0,1,1,4,2,1,0,25,5,1,2,4,1,21,5,11.000000,235.170000,7.000000,224.650000,0,2,65,0,22.500000,3.113515,1397.150000,7.242190,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,32.750000,3.488903,2075.000000,7.637716,0,0.000000,,0.000000,,1,0,0,2,0,1,0,0,0,1,21,1,1,1,0,1,1,0,0,1,0,1,0
"3630-CTGBIF-YIX",5,5,1,61,5,"March",9,1,1,1,31,5,0,107.000000,4.672829,4,3.600000,1.887480,0.635243,1.964520,0.675248,0,4,0,-1,-1,3,4,0,0,0,0,0,0,4,0,2,18,4,2,1,0,44.100000,3,0,1,4,3,27,1,0,1,1,0,0,0,1,1,0,9,4,0,0,0,1,4,4,1,29,5,2,4,2,0,18,5,7.000000,624.220000,3.000000,232.780000,0,2,63,0,11.600000,2.451005,695.800000,6.545062,1,18.250000,2.904165,1136.600000,7.035797,0,0.000000,,0.000000,,1,8.750000,2.169054,530.000000,6.272877,0,0.000000,,0.000000,,0,0,0,0,0,1,1,1,0,1,22,1,1,1,0,0,0,1,0,1,0,1,0
"2594-FSOPWS-H02",3,4,0,63,5,"May",13,2,2,0,3,2,0,69.000000,4.234107,3,3.500000,1.335495,0.289302,1.079505,0.076503,0,3,0,-1,-1,1,1,0,0,0,0,0,0,1,1,4,15,3,4,1,1,53.200000,3,1,1,1,1,22,1,0,1,1,0,0,0,1,0,0,9,4,1,1,1,4,4,1,0,19,5,2,2,4,0,16,5,11.000000,671.130000,3.000000,172.500000,1,3,45,1,7.800000,2.054124,346.950000,5.849181,0,0.000000,,0.000000,,1,28.600000,3.353407,1210.000000,7.098376,1,10.000000,2.302585,395.000000,5.978886,0,0.000000,,0.000000,,0,0,0,3,0,0,0,0,0,1,18,1,1,1,0,1,0,1,0,1,0,0,0
"3335-MFSNGA-J31",1,4,1,70,6,"March",11,1,3,0,29,5,0,224.000000,5.411646,5,2.600000,1.368640,0.313818,4.455360,1.494108,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,1,34,5,0,-1,-1,-1.000000,-1,-1,0,7,4,19,0,0,0,0,0,0,1,0,0,1,9,6,1,1,0,1,1,2,0,37,5,3,1,4,1,27,5,12.000000,702.820000,4.000000,153.130000,1,2,71,0,28.800000,3.360375,2049.450000,7.625327,1,60.000000,4.094345,4276.450000,8.360879,0,0.000000,,0.000000,,1,12.000000,2.484907,800.000000,6.684612,0,0.000000,,0.000000,,0,1,1,0,1,1,1,1,0,1,16,1,1,1,1,0,0,0,0,1,0,0,0
"3239-YTOCDY-213",4,4,0,64,5,"June",22,5,6,0,21,5,1,28.000000,3.332205,2,8.100000,1.295028,0.258532,0.972972,-0.027400,0,4,1,20,5,2,1,1,0,0,0,0,0,0,1,1,35,5,3,1,0,13.100000,1,1,0,1,1,28,1,0,0,0,0,0,1,1,0,0,9,4,1,0,1,4,3,2,0,34,5,1,3,4,0,25,5,13.000000,351.650000,7.000000,184.460000,1,1,68,1,23.600000,3.161247,1728.100000,7.454778,0,0.000000,,0.000000,,1,39.450000,3.675034,2674.250000,7.891424,1,16.250000,2.788093,1055.000000,6.961296,0,0.000000,,0.000000,,1,1,1,4,0,1,1,0,1,1,19,1,1,1,1,1,1,1,1,0,0,0,0
"1226-OKZENG-YMZ",5,5,1,56,5,"February",14,2,2,0,3,2,0,31.000000,3.433987,2,0.900000,0.175491,-1.740168,0.103509,-2.268097,0,3,1,12,2,2,1,1,0,0,0,0,0,0,1,1,24,4,4,1,1,18.100000,1,0,0,1,1,16,1,0,0,0,0,0,1,1,1,0,9,4,0,1,1,4,1,1,1,14,4,3,3,1,0,9,3,8.000000,290.280000,1.000000,37.470000,0,3,26,1,10.100000,2.312535,271.200000,5.602857,1,17.500000,2.862201,401.700000,5.995706,1,28.700000,3.356897,694.700000,6.543480,1,15.000000,2.708050,375.000000,5.926926,0,0.000000,,0.000000,,0,0,0,0,1,1,1,1,0,1,28,1,1,1,0,0,1,0,0,1,0,0,0
"1946-CHZAKX-7PK",2,2,0,43,4,"November",14,2,2,1,1,1,0,32.000000,3.465736,2,10.100000,1.228160,0.205517,2.003840,0.695065,1,3,1,11,1,2,0,0,0,0,0,0,0,0,0,2,11,3,2,1,1,18.300000,1,0,0,1,1,20,1,0,0,1,0,0,0,0,0,0,9,2,1,1,1,4,1,2,0,15,4,3,1,3,0,12,4,19.000000,453.200000,2.000000,36.770000,0,1,26,1,5.250000,1.658228,114.850000,4.743627,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,25,1,1,1,0,0,1,1,0,0,0,0,0
"1587-LHMXIB-2NP",1,1,0,53,5,"June",10,1,4,0,29,5,0,82.000000,4.406719,4,4.800000,0.842304,-0.171614,3.093696,1.129366,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,18,4,2,1,1,45.600000,3,0,1,1,1,29,1,0,0,0,0,0,0,0,0,0,9,3,0,1,1,3,2,2,1,25,5,2,4,4,1,22,5,12.000000,346.700000,2.000000,59.510000,1,1,59,1,16.300000,2.791165,921.000000,6.825460,1,16.500000,2.803360,944.600000,6.850762,0,0.000000,,0.000000,,1,9.000000,2.197225,510.000000,6.234411,0,0.000000,,0.000000,,0,0,0,0,0,1,1,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0
"8916-LWSVNK-W0Q",4,2,1,36,4,"February",12,2,5,0,8,3,0,54.000000,3.988984,3,9.600000,0.762048,-0.271746,4.421952,1.486581,0,1,1,11,1,2,1,1,0,0,0,0,0,0,1,1,4,2,2,1,0,31.100000,2,0,0,1,1,24,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,3,4,4,0,3,2,1,1,4,0,2,2,7.000000,271.210000,1.000000,24.070000,1,1,8,0,3.800000,1.335001,25.300000,3.230804,1,20.500000,3.020425,178.900000,5.186827,0,0.000000,,0.000000,,1,17.750000,2.876386,125.000000,4.828314,0,0.000000,,0.000000,,0,1,0,0,1,1,1,1,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0
"3755-JZHSNC-YVQ",1,5,1,52,5,"November",9,1,5,0,19,5,0,42.000000,3.737670,2,3.000000,0.476280,-0.741749,0.783720,-0.243703,0,3,1,10,1,2,1,1,0,0,0,0,0,0,0,1,24,4,2,1,0,17.800000,1,1,0,4,3,22,1,0,0,1,0,0,0,1,1,1,3,4,0,0,1,2,3,4,0,34,5,3,4,3,0,30,5,9.000000,202.230000,1.000000,22.250000,0,3,72,0,58.850000,4.074992,4276.150000,8.360808,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,22.250000,3.102342,1515.000000,7.323171,0,0.000000,,0.000000,,1,0,0,0,1,1,0,0,0,1,21,1,1,1,0,1,0,0,0,1,0,0,0
"6055-WFKEYT-97B",4,5,0,44,4,"January",17,4,6,0,13,4,0,58.000000,4.060443,3,7.500000,0.900450,-0.104861,3.449550,1.238244,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,6,2,3,1,1,32.500000,2,1,0,1,1,29,1,0,0,1,1,1,0,0,0,0,9,4,0,1,0,2,4,4,0,7,3,3,3,4,0,6,3,12.000000,263.730000,1.000000,25.600000,1,1,18,0,5.900000,1.774952,110.500000,4.705016,0,0.000000,,0.000000,,1,26.650000,3.282789,464.050000,6.139992,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,0,0,2,0,0,0,0,0,1,20,1,1,1,0,1,1,1,0,1,0,0,0
"4898-VWAWIL-UWT",1,1,1,48,4,"June",13,2,1,0,3,2,0,73.000000,4.290459,3,4.600000,1.722654,0.543866,1.635346,0.491854,0,3,0,-1,-1,1,4,4,0,0,0,0,0,0,0,2,17,4,1,1,0,30.800000,2,1,0,10,5,24,0,0,0,0,0,0,0,0,0,1,9,5,1,0,0,3,1,3,0,28,5,2,3,4,0,20,5,5.000000,119.230000,10.000000,291.220000,0,3,59,0,30.100000,3.404525,1778.000000,7.483244,1,25.250000,3.228826,1456.650000,7.283895,0,0.000000,,0.000000,,1,46.250000,3.834061,2510.000000,7.828038,1,28.250000,3.341093,1630.100000,7.396397,1,0,0,4,0,1,1,1,0,1,18,1,1,1,0,1,0,1,0,1,0,0,1
"0161-ZGCKJD-1M2",4,3,0,60,5,"May",19,4,1,0,6,3,0,36.000000,3.583519,2,14.100000,1.258848,0.230197,3.817152,1.339505,0,1,0,-1,-1,1,4,2,0,0,0,2,0,0,0,2,18,4,4,1,0,18.400000,1,0,0,1,1,30,1,0,0,1,0,0,0,1,0,0,2,2,0,0,1,2,1,2,0,1,1,1,2,4,1,2,2,9.000000,501.340000,3.000000,160.810000,0,3,5,1,6.400000,1.856298,34.850000,3.551053,0,0.000000,,0.000000,,1,29.450000,3.382694,117.600000,4.767289,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,1,4,0,0,0,0,1,1,20,1,1,1,0,1,1,1,0,0,0,0,0
"3330-YCHJNM-YA1",1,3,1,67,6,"December",19,4,2,1,3,2,0,51.000000,3.931826,3,6.700000,1.189116,0.173210,2.227884,0.801052,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,21,4,3,1,1,33.200000,2,1,1,1,1,23,1,0,0,0,0,0,0,1,0,0,1,4,0,1,0,2,3,4,0,30,5,3,1,2,0,20,5,13.000000,211.290000,0.000000,0.000000,0,2,62,1,26.100000,3.261935,1620.500000,7.390490,0,0.000000,,0.000000,,1,55.400000,4.014580,3509.600000,8.163257,1,23.250000,3.146305,1465.000000,7.289611,1,44.000000,3.784190,2724.000000,7.909857,1,1,1,2,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,0,0
"0481-RFVYIH-H7J",4,3,0,77,6,"December",15,3,4,0,28,5,1,27.000000,3.295837,2,6.200000,0.297972,-1.210756,1.376028,0.319201,0,4,1,12,2,2,0,0,0,0,0,0,0,0,1,2,46,5,1,0,1,6.700000,1,0,0,1,1,29,1,0,0,0,0,0,0,1,0,0,9,2,1,0,1,2,4,4,0,38,5,3,1,2,0,28,5,12.000000,278.010000,8.000000,166.670000,1,2,70,0,28.450000,3.348148,2011.200000,7.606487,1,43.000000,3.761200,3106.250000,8.041171,0,0.000000,,0.000000,,1,31.000000,3.433987,2090.000000,7.644919,0,0.000000,,0.000000,,1,1,0,0,1,1,1,1,0,1,23,1,1,1,0,0,1,0,0,1,0,0,0
"9830-UFEBRB-WOE",4,3,0,72,6,"May",9,1,4,0,34,5,1,36.000000,3.583519,2,10.500000,0.876960,-0.131294,2.903040,1.065758,0,5,0,-1,-1,1,1,0,1,0,0,0,0,0,1,1,16,4,0,-1,-1,-1.000000,-1,-1,0,10,5,33,0,0,1,0,0,0,0,0,0,1,1,7,1,1,1,2,4,1,0,14,4,3,2,2,1,11,4,9.000000,114.670000,1.000000,17.600000,1,1,30,0,13.600000,2.610070,411.550000,6.019931,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0
"3912-EDPWEY-1ZP",3,3,1,44,4,"July",19,4,2,0,1,1,0,59.000000,4.077537,3,5.900000,0.981642,-0.018529,2.499358,0.916034,0,1,0,-1,-1,1,6,2,0,0,0,0,0,4,1,1,22,4,0,-1,-1,-1.000000,-1,-1,0,5,3,26,0,1,0,1,1,0,0,1,0,0,9,3,0,1,0,3,1,2,0,21,5,4,3,3,0,14,4,7.000000,122.160000,2.000000,41.380000,0,1,48,1,8.450000,2.134166,423.900000,6.049498,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,12.750000,2.545531,555.000000,6.318968,0,0.000000,,0.000000,,1,0,0,1,0,0,0,0,0,1,24,1,1,1,0,1,0,1,0,1,0,0,0
"4629-OUAIRK-MZH",5,2,0,75,6,"October",17,4,3,0,35,5,1,41.000000,3.713572,2,14.000000,2.393580,0.872790,3.346420,1.207891,0,2,1,14,2,2,3,3,0,0,0,0,0,0,1,1,50,5,2,1,1,17.400000,1,1,1,3,2,22,0,0,1,1,0,0,0,0,0,0,9,5,0,0,1,4,1,1,0,25,5,2,4,4,0,15,4,12.000000,333.710000,8.000000,147.620000,0,2,61,0,8.900000,2.186051,581.450000,6.365525,1,28.000000,3.332205,1717.450000,7.448596,0,0.000000,,0.000000,,1,37.500000,3.624341,2280.000000,7.731931,0,0.000000,,0.000000,,1,0,0,0,1,1,1,1,0,1,17,1,1,1,0,1,0,0,0,1,1,0,0
"9024-QQZDBM-RN4",5,4,0,78,6,"May",14,2,1,0,18,5,0,59.000000,4.077537,3,3.400000,0.529584,-0.635663,1.476416,0.389618,0,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,39,5,1,1,0,28.400000,2,0,1,4,3,25,0,0,1,1,1,0,0,0,0,0,9,4,1,0,0,2,2,4,0,38,5,4,3,1,0,25,5,15.000000,347.070000,9.000000,241.390000,0,2,71,0,18.450000,2.915064,1305.400000,7.174265,1,25.250000,3.228826,1860.550000,7.528627,0,0.000000,,0.000000,,1,28.000000,3.332205,1890.000000,7.544332,0,0.000000,,0.000000,,1,1,0,1,1,1,0,0,0,1,23,1,1,1,0,1,0,0,0,1,0,1,0
"1608-DQBMUD-AB8",3,2,0,55,5,"May",21,5,1,0,11,4,0,128.000000,4.852030,5,20.500000,2.282880,0.825438,23.957120,3.176266,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,33,5,2,1,1,96.300000,3,1,0,1,1,19,1,0,0,0,0,0,0,0,0,1,9,1,1,1,1,2,1,4,0,36,5,3,3,4,1,25,5,8.000000,233.160000,5.000000,150.860000,0,2,67,0,18.150000,2.898671,1299.450000,7.169696,1,59.250000,4.081766,3973.750000,8.287466,1,71.700000,4.272491,4722.400000,8.460072,1,13.250000,2.583998,880.000000,6.779922,1,68.000000,4.219508,4506.600000,8.413298,1,1,1,2,1,1,1,1,1,1,21,1,1,1,1,1,1,1,1,1,0,0,0
"4284-HHTPTO-Q5J",2,1,0,29,3,"October",16,3,3,0,4,2,0,54.000000,3.988984,3,9.600000,1.202688,0.184559,3.981312,1.381611,0,2,1,13,2,4,5,0,0,0,0,0,0,5,1,4,6,2,1,1,0,22.800000,2,0,1,4,3,16,0,0,0,1,0,0,0,1,0,0,9,4,1,1,0,4,1,1,0,11,4,1,1,4,0,5,2,7.000000,376.190000,2.000000,153.720000,1,1,31,0,11.500000,2.442347,386.150000,5.956226,0,0.000000,,0.000000,,1,31.900000,3.462606,921.000000,6.825460,0,0.000000,,0.000000,,1,18.150000,2.898671,579.950000,6.362942,1,0,0,3,0,0,0,0,1,1,13,1,1,1,0,1,0,0,0,1,0,0,0
